,Date,Title of Resource,Purpose,Description,URL,Summary,0,Substack,#N/A,Inspired By,Content,Created By
TRUE,11-17-25,Strengths-Based Snapshot,MTSS,https://www.youtube.com/watch?v=k8SVTVIf3DU,https://docs.google.com/spreadsheets/d/1tcMILTU3e5DpMXL7OHBT7OCfs7gZ7C1ANSc_u5UzbXM/edit?gid=0#gid=4,"Every kid has a story worth telling.

This snapshot starts with what they do well, not just where they struggle. A small shift that changes how families see them too. 🌟

Use it before parent meetings or progress reviews.

https://youtu.be/k8SVTVIf3DU",https://app.schoolai.com/spaces/cmi3lwm9l005sdv7l2lpvjny2,,,,,
TRUE,11-17-25,Goal-Setting Mini-Conference,MTSS,https://www.youtube.com/watch?v=hgFFdEBGG14,https://docs.google.com/spreadsheets/d/1tcMILTU3e5DpMXL7OHBT7OCfs7gZ7C1ANSc_u5UzbXM/edit?gid=0#gid=3,"Five minutes can change a kid's whole week.

This mini-conference helps you set one clear goal with each student, fast. They feel seen. You stay sane. 🎯

Try it Monday and watch what shifts.

https://youtu.be/hgFFdEBGG14",https://app.schoolai.com/spaces/cmi3lu3vs0042sl8ovls1tb9i,,,,,
TRUE,11-17-25,Tier 1 Strategy Selector,MTSS,https://www.youtube.com/watch?v=-Jmo4cPFI_k,https://docs.google.com/spreadsheets/d/1tcMILTU3e5DpMXL7OHBT7OCfs7gZ7C1ANSc_u5UzbXM/edit?gid=0#gid=2,"Students explore strengths, challenges, and set a mini-goal for the week — all inside a supportive space designed to build self-awareness and resilience.
A simple way to boost confidence @GetSchoolAI




https://www.youtube.com/watch?v=yBy1B5QBON4 ",https://app.schoolai.com/spaces/cmi3lxg9m004k2wlbb3psi3vr,,,,,
TRUE,11-18-25,Would You Rather Winter... With Evidence!,Holiday,https://www.youtube.com/watch?v=7ulItZumH_o,,"A playful writing + argumentation activity where students choose between two winter scenarios — then defend their choice with reasoning and evidence.
Fun, creative, and perfect for building argument-writing skills in a low-pressure way! 
https://www.youtube.com/watch?v=7ulItZumH_o @GetSchoolAI",https://app.schoolai.com/spaces/cmi4wj9r20085c60q4w27k0nw,,,,,
TRUE,11-18-25,Intervention Summary Booster ,MTSS,https://www.youtube.com/watch?v=7RoYggQ3EdQ,https://docs.google.com/spreadsheets/d/1tcMILTU3e5DpMXL7OHBT7OCfs7gZ7C1ANSc_u5UzbXM/edit?gid=0#gid=5,"MTSS notes piling up?

This booster turns scattered notes into a clean, ready-to-share summary. Saves your prep time before every team meeting. 📋

Same data, way less stress.

https://youtu.be/7RoYggQ3EdQ",https://app.schoolai.com/spaces/cmi4vv6nn0058dzus65avhyq1,,,,,
TRUE,11-18-25,Student Wellness Pulse ,MTSS,https://www.youtube.com/watch?v=ol5UM5ICmkY,https://docs.google.com/spreadsheets/d/1tcMILTU3e5DpMXL7OHBT7OCfs7gZ7C1ANSc_u5UzbXM/edit?gid=0#gid=6,"Some kids hide what they're feeling.

This Wellness Pulse gives them a soft place to share what's really going on. Five short prompts, big insight. 💚

A quiet way to spot the kids who need a kind word today.

https://youtu.be/ol5UM5ICmkY",https://app.schoolai.com/spaces/cmi4vvs8p00613obb60mdjsmo,,,,,
FALSE,11-19-25,DEAR MAN Assertive Letter Builder,Coaching ,https://www.youtube.com/watch?v=XztYZyfcYmw,https://docs.google.com/spreadsheets/d/1tcMILTU3e5DpMXL7OHBT7OCfs7gZ7C1ANSc_u5UzbXM/edit?gid=0#gid=0,"Got a hard email to write?

The DEAR MAN builder walks you through it step by step. Clear, kind, and firm without the stress. ✏️

Use it for tough teacher emails, parent talks, or staff requests.

https://youtu.be/XztYZyfcYmw",https://app.schoolai.com/dot/spaces/c07e7513-35c2-409d-9a1a-0268b2697fb2/,,,,,
TRUE,11-19-25,Sentence Expansion Mastery,Instructional Strategies,https://www.youtube.com/watch?v=VUpE8uBJX-c,,"Teachers can track progress, give instant feedback, and help writers level up with confidence. ✨
Perfect for reinforcing conventions, vocabulary, & sentence variety!


Try it out in your classroom today! 📚✍️  


@GetSchoolAI
https://youtu.be/VUpE8uBJX-c ",https://app.schoolai.com/spaces/cmi65l5ne02vid0ja6awgtiei,,,,,
TRUE,11-20-25,Sentence,Instructional Strategies,https://www.youtube.com/watch?v=NVmBYaBxYeo,https://docs.google.com/presentation/d/1gaa6Sks9oNaj4VLv72CoFy9lsO-XyQdtCQu3dwBbYq4/edit?usp=drive_link,"✍️ Build stronger writers with this sentence-building graphic organizer!
Students identify adjectives, nouns, verbs, and where/when details before crafting a full, clear sentence.
Great for mini-lessons or intervention. 
https://www.youtube.com/watch?v=NVmBYaBxYeo ",https://app.schoolai.com/dot/spaces/748beb8b-45da-4ec6-b21e-943a726673a7,,,,,
FALSE,11-21-25,UFLI ,Instructional Strategies,https://www.youtube.com/watch?v=VzcdgPbyAbk,https://docs.google.com/spreadsheets/d/1vAlHtYKNLX3PFBf7movplnbWu6Y6Bbomhr4tk4EaItA/edit?usp=sharing,"K-2 teachers using UFLI, I see you.

You're juggling sound mapping, blending, easy-read text, and one kid who still won't sit still.

This UFLI space gives you ready-to-go practice sets, sorted by lesson, by sound, by skill.

Less prep at night. More play during the school day! 📚

See how it works: https://youtu.be/VzcdgPbyAbk",,,,,,
TRUE,11-23-25,"See, Think, Me, We",Project Zero,https://www.youtube.com/watch?v=88GN39RJM1o,https://docs.google.com/presentation/d/1k-rNrVBH7t9bdDUjo1MtiHnP7kTXJUVdBHCbA_cZGnw/edit?usp=sharing,"From noticing ➝ reflecting ➝ connecting ➝ meaning.
The See, Think, Me, We routine helps students move beyond surface-level responses into deeper thinking.
Simple structure. Powerful conversations.
#VisibleThinking #DeeperLearning #EdChat 
https://www.youtube.com/watch?v=88GN39RJM1o",,,,,,
FALSE,11-24-25,CKLA Motivation Analyzer,ELA Instructional Strategies,https://www.youtube.com/watch?v=ZRHfvnAY0NE,,"CKLA teachers, save this one.

The Motivation Analyzer takes any CKLA character and asks kids to back up what's pushing them. Fear, love, pride, money.

Evidence from the text. Their own words. No more ""because the book said so""!

It's character work that really sticks. 📖

Watch it here: https://youtu.be/ZRHfvnAY0NE",https://app.schoolai.com/dot/spaces/f6aa2a00-9dde-4cc7-9897-46122d32bb4a/,,,,,
FALSE,11-24-25,Holiday Gift Budget Challenge,Holiday,https://www.youtube.com/watch?v=tsVCsxXCtoI,,"Holiday math made fun?

Yes please. Kids plan a gift budget, weigh choices, and learn real money skills along the way. 🎁

It's holiday cheer and number sense in one lesson.

https://youtu.be/tsVCsxXCtoI",https://app.schoolai.com/dot/spaces/e44813c4-fd01-42d5-9795-0c926d0c1f2f/,,,,,
FALSE,11-24-25,Fast and Mysterious,Instructional Strategies,https://www.youtube.com/watch?v=3_De6Oiw4ec,https://docs.google.com/document/d/11Rdj80uATLQCnM5F5CNS8IBjx3TiQ_V5efo5FKyA0YA/edit?usp=sharing,"It moves fast. Nobody knows what it is. The class has three guesses.

That's the whole pitch of Fast and Mysterious. A short, weird video clip and a quick guess.

It's the kind of warm-up that gets kids talking before the bell stops ringing!

Two minutes, huge buy-in. 🚀

See the example: https://youtu.be/3_De6Oiw4ec",https://app.schoolai.com/dot/spaces/c39d4c93-3aff-4349-a0ee-4ea4338c4bc8,,,,,
FALSE,11-24-25,Reformation Timeline Builder,ELA Instructional Strategies,https://www.youtube.com/watch?v=e4J5NEYarXY,,"Most Reformation lessons start and stop with Martin Luther.

The Reformation Timeline Builder pulls back the lens. Kids place printing press, the 95 Theses, Tyndale, and Henry VIII on a single timeline, then explain how each move pushed the next.

That's the cause-and-effect work the standards really want! 📜

Watch the demo: https://youtu.be/e4J5NEYarXY",https://app.schoolai.com/dot/spaces/4f24803b-425b-4869-8bfe-3a3d47d0b977/,,,,,
FALSE,11-24-25,Bad Ideas Blitz,Holiday,https://www.youtube.com/watch?v=2UvsLRe1stU,,"Save this one for your next lesson plan.

Bad Ideas Blitz is low prep, high pull, and lands fast. Pin it now so you have it when you need it!

See how it plays out 📌

https://youtu.be/2UvsLRe1stU",https://app.schoolai.com/dot/spaces/321e9c9f-6f90-4a81-849f-0aa0f3d2b2b0/,,,,,
FALSE,11-24-25,Decade Design Challenge,Bell Work ,https://www.youtube.com/watch?v=PjNxEYypdEQ,,"Save this one for your next lesson plan.

Decade Design Challenge is low prep, high pull, and lands fast. Pin it now so you have it when you need it!

See how it plays out 📌

https://youtu.be/PjNxEYypdEQ",https://app.schoolai.com/dot/spaces/f4719088-e235-448c-8d0d-3c6e28467b56/,,,,,
FALSE,11-24-25,Shakespeare Vocabulary Scaffold,ELA Instructional Strategies,https://www.youtube.com/watch?v=rWrKOOekaqw,,"Shakespeare doesn't have to scare your kids.

This vocab scaffold breaks tricky words into bite-sized pieces. Quick context, kid-friendly meaning, and a real-life link. 🎭

Drop it in before any play and watch them get it.

https://youtu.be/rWrKOOekaqw",https://app.schoolai.com/dot/spaces/a49b0f42-c10e-41b8-8ecc-4d607ac75c80/,,,,,
FALSE,11-24-25,🍫 The Great Hot Cocoa Investigation,Holiday,https://www.youtube.com/watch?v=NhNCKRnnGmg,,"Three cups of cocoa. Three different recipes. One winner.

The Great Hot Cocoa Investigation turns a holiday treat into a full lab. A guess, a test, the data, a claim.

Kids argue about marshmallows like it's a science conference.

Best December lesson on my list! ☕

Watch the demo: https://youtu.be/NhNCKRnnGmg",https://app.schoolai.com/spaces/cmid9r9p800bfbfu6zzq9zgxg,,,,,
FALSE,11-24-25,Toy Trends Time Machine,Holiday,https://www.youtube.com/watch?v=NjlDqg8dVE4,,"What if Toy Trends Time Machine was the one move that shifted your week?

It's quick, it's clear, and it gives kids something to chew on. No big lift. Big payoff!

See how it plays out ✨

https://youtu.be/NjlDqg8dVE4",https://app.schoolai.com/dot/spaces/71a4d15c-0cb4-47e2-8cab-a190675bb791/,,,,,
FALSE,11-24-25,True Colors Communication Practice,Coaching ,https://www.youtube.com/watch?v=lZ7H27OMJis,,"What if True Colors Communication Practice was the one move that shifted your week?

It's quick, it's clear, and it gives kids something to chew on. No big lift. Big payoff!

See how it plays out ✨

https://youtu.be/lZ7H27OMJis",https://app.schoolai.com/dot/spaces/53af1e3e-7da8-42b2-9322-de42c53019d8,,,,,
FALSE,11-24-25,Printing Press Reading Debate,ELA Instructional Strategies,https://www.youtube.com/watch?v=OQfh52ZfIXk,,"What if your kids could fight like Gutenberg about books?

Pick a text. Split the room. One side defends print. One side champions screens.

The talking gets sharp fast 💬

Watch the setup here!
https://www.youtube.com/watch?v=OQfh52ZfIXk

#TeacherTip #ELA #ReadingClass",https://app.schoolai.com/dot/spaces/4a5a17b8-1e63-4f47-96f8-8fd86adfc099,,,,,
FALSE,11-24-25,Inspire SchoolAI during the Winter Months,Holiday,https://www.youtube.com/watch?v=T0TB2xF7abY,,"Winter break is close, and the kids are bouncing off the walls.

Save this for the days when snow days hit.

These SchoolAI ideas keep the room warm and the brains busy ❄️

Watch and steal what works!
https://www.youtube.com/watch?v=T0TB2xF7abY

#TeacherLife #SchoolAI #WinterClass",https://app.schoolai.com/spaces/cmid9cz1400f8h6x8791zjfjk,,,,,
FALSE,11-24-25,True Colors Communication Practice,Coaching ,https://www.youtube.com/watch?v=HMjc-SXQ2PY,,"You've taken the True Colors quiz. Then what?

Most teams stop at the color and never use it again.

True Colors Communication Practice asks you to read a real workplace message and respond in a way that lands with each color. Direct for Greens. Warm for Blues.

It's the part of team building that really changes how you email people! 💌

Watch it here: https://youtu.be/HMjc-SXQ2PY",https://app.schoolai.com/dot/spaces/9982c756-2ed9-46ad-93e9-417442b8fe44,,,,,
TRUE,11-24-25,AI Character Prompt Builder,Instructional Strategies,https://www.youtube.com/watch?v=tYOB1WEdY0U,https://docs.google.com/presentation/d/1loaIGIEdIzmv3ZMpEfCJoKk44gSJsCxXA-Q8pxKU8Eg/edit?slide=id.p1#slide=id.p1,"AI Character Prompt Builder is a simple four-step process that helps teachers craft ready-to-use prompts for character-based student conversations.


Fast, guided, and super practical for everyday instruction. 💬📚✨ 


@GetSchoolAI
https://www.youtube.com/watch?v=tYOB1WEdY0U ",https://app.schoolai.com/dot/spaces/f086de73-9504-4092-ad9e-a321da1c3f90,,,,,
TRUE,11-24-25,Cozy Winter Economics: Design a Pop-Up Market,Holiday,https://www.youtube.com/watch?v=781nJSVHPtc,,"Cozy Winter Economics: Design a Pop-Up Market, a hands-on @GetSchoolAI space where students become vendors, designers, accountants, or researchers to build a sustainable winter market! ❄️🛍️




https://www.youtube.com/watch?v=781nJSVHPtc ",https://app.schoolai.com/spaces/cmid8xng1009u127yvwtm4b8b,,,,,
TRUE,11-24-25,Survival in Extreme Winter,Holiday,https://www.youtube.com/watch?v=qh4Zd5TsIsA,,"My uncle once spent a night in his car in a snowstorm with one blanket and a granola bar.

He's fine. The story is wild.

Survival in Extreme Winter puts kids in that kind of scene. They pick gear, choose shelter, ration food, and explain every move they make.

It's reading, writing, and choices rolled into one wintry mess! ❄️

See how it works: https://youtu.be/qh4Zd5TsIsA",https://app.schoolai.com/spaces/cmid9c2pq00cj147h5mftug3h,,,,,
TRUE,11-24-25,Bad Ideas Cellphone Challenge,Bell Work ,https://www.youtube.com/watch?v=TURwYD8dqGQ,,"The Bad Ideas Cellphone Challenge, a fast-paced reverse-brainstorming activity where students dream up 100 intentionally terrible cellphone designs. @GetSchoolAI


I love brainstorming with the @LunchLadyEDU




https://www.youtube.com/watch?v=TURwYD8dqGQ ",https://app.schoolai.com/dot/spaces/9abc0cc8-d3d0-45f8-bcfb-21a69641117e/,,,,,
FALSE,11-25-25,100 Bad Ideas,Bell Work ,https://www.youtube.com/watch?v=xZSc9AXcMyQ,,"Save this one for your next lesson plan.

100 Bad Ideas is low prep, high pull, and lands fast. Pin it now so you have it when you need it!

See how it plays out 📌

https://youtu.be/xZSc9AXcMyQ",https://app.schoolai.com/spaces/cmiejjqnh000ieikx1xf2z6us,,,,,
FALSE,11-25-25,Real-World Connections Builder,Coaching ,https://www.youtube.com/watch?v=_l-O9vLJNA4,,"You know the question kids ask in every class.

""When will I ever use this?""

The Real-World Connections Builder gives you an honest answer in under a minute. Drop in your standard, get back three real careers, real moments, and real reasons it matters.

Hand it to a sub. Use it as your hook! 🌍

See it in action: https://youtu.be/_l-O9vLJNA4",https://app.schoolai.com/dot/spaces/88788d3c-378e-4978-a02f-1b8d6d361ad1,,,https://edu.google.com/intl/ALL_us/resources/ai-for-k-12-educators/,,
TRUE,11-25-25,Classroom Climate Micro-Survey ,MTSS,https://www.youtube.com/watch?v=2BXQvoSBcmI,,"Ever wonder how your kids really feel in your room?

This micro-survey gives you a peek in under five minutes. Five quick prompts and you'll know who's thriving and who needs more support. 💛

A small step that builds big trust.

https://youtu.be/2BXQvoSBcmI",https://app.schoolai.com/spaces/cmiejp1lp000nuf1ujgtffxll?submittedForReview=true,,,,,
TRUE,11-25-25,Parent Communication Draft Helper ,MTSS,https://www.youtube.com/watch?v=e-1Tm-jHmAU,https://docs.google.com/spreadsheets/d/1tcMILTU3e5DpMXL7OHBT7OCfs7gZ7C1ANSc_u5UzbXM/edit?gid=0#gid=0,"Parent emails should not eat your evening!

This Space drafts kind, clear notes to families in seconds. Just share the situation and tone, and you've got a starting point. ✉️

Saves your time without losing your voice.

https://youtu.be/e-1Tm-jHmAU",https://app.schoolai.com/spaces/cmiem27u5006m2w4ewhl0ds89,,,,,
FALSE,11-26-25,Sketching with a group,Instructional Strategies,https://www.youtube.com/watch?v=4ET9tgiWAEA,https://docs.google.com/presentation/d/1Q_s1RsyXyPrHJ6qarHhY42iI5aDvsYtu6ISa1mVCJkY/edit?usp=sharing,"Group work hits a wall when one kid does all the writing.

Sketching with a Group flips that. Each kid grabs a marker and adds to a shared sketch that builds the group's grasp of a topic.

Quiet kids speak through their pen. Loud kids draw before they argue.

It's the most balanced group work I've seen! 🎨

Watch it here: https://youtu.be/4ET9tgiWAEA",,,,,,
FALSE,11-26-25,"The Fab Four
",Instructional Strategies,https://www.youtube.com/watch?v=Huy9wRMW9Ts,https://docs.google.com/presentation/d/1uKG7GJvk-hbwpaaOLnGVYLQUP-kKrHjFarEJNjtkj5M/edit?usp=sharing,"Reading too quiet in your class?

Try The Fab Four. Kids predict, ask, clarify, and sum up. That's it. 📚

It works in any subject and turns silent readers into active thinkers in one short lesson.

https://youtu.be/Huy9wRMW9Ts",,,,,,
FALSE,11-26-25,Prediction ,Instructional Strategies,https://www.youtube.com/watch?v=0e0I87scWQY,https://docs.google.com/presentation/d/1fMHGmUfqjz_xcPgsaPieAfUbdF59kwYk81N98-wesHs/edit?usp=sharing,"What if Prediction was the one move that shifted your week?

It's quick, it's clear, and it gives kids something to chew on. No big lift. Big payoff!

See how it plays out ✨

https://youtu.be/0e0I87scWQY",,,,,,
TRUE,11-26-25,Creative Questions,Project Zero,https://youtu.be/D6Ck-WFw8J8,https://docs.google.com/presentation/d/1zq_kW1hoGIE_wz3dhsoUAtSSMIEcquzs2nA9MGvy_cQ/edit?usp=sharing,"A creative thinking Space where students transform everyday topics into imaginative questions and explore them through storytelling, scenarios, or playful thought experiments. 
https://www.youtube.com/watch?v=D6Ck-WFw8J8 ",https://app.schoolai.com/dot/spaces/966b0491-b18c-47d2-aace-38e65af482d3/,,,,,
TRUE,11-26-25,Creative Question Coach,Instructional Strategies,https://www.youtube.com/watch?v=Px45e1EK8Kw,https://docs.google.com/presentation/d/1GyaWN7Qbwd6_1xteoIniz-PWRmlzfG0bMuXONbWLHNU/edit?slide=id.p#slide=id.p,"Guide learners through a structured inquiry routine where they generate a dozen questions using varied starters, select and justify a standout question, and reflect on their learning. 
https://www.youtube.com/watch?v=Px45e1EK8Kw ",https://app.schoolai.com/dot/spaces/e1fee99b-baad-46e1-bd7f-dd00d5a29bbf/,,,,,
FALSE,11-28-25,"Martin Luther King Jr. (The Fab Four)
",Instructional Strategies,https://www.youtube.com/watch?v=V0asx_xhn-M,,"Want your kids to think like history makers?

This MLK Fab Four lesson has them predict, ask, clarify, and sum up his words like real readers. 🕊️

It's the kind of lesson that builds both heart and skill at the same time.

https://youtu.be/V0asx_xhn-M",https://app.schoolai.com/spaces/cmij55n8z006ah7yr9x4fxc3t,,,,,
FALSE,11-29-25,THE Argument Games,Instructional Strategies,https://www.youtube.com/watch?v=wGsXWiyk_7E,https://docs.google.com/presentation/d/11b6RQwKcnHq93A5-tYhMpN5wqqQp3wIHW9Jq4kMc0HM/edit?usp=drive_web&ouid=109935605042069721060,"Save this one for your next lesson plan.

THE Argument Games is low prep, high pull, and lands fast. Pin it now so you have it when you need it!

See how it plays out 📌

https://youtu.be/wGsXWiyk_7E",,,,,,
FALSE,11-29-25,Fact Finders’ Challenge,Instructional Strategies,https://www.youtube.com/watch?v=lmmC775d4tE,https://docs.google.com/presentation/d/1PX_sbrTpS7f0Y-MJC7Ak11-luXgy9GZgDZZKOKusah4/edit?slide=id.p#slide=id.p,"Three ""facts."" Only two are real.

The Fact Finders' Challenge gives kids three statements about your topic and asks them to spot the lie.

It works for science, history, ELA, anything. Engagement spikes because they're not just listening, they're hunting.

Bell work that really wakes them up! 🔍

See how it works: https://youtu.be/lmmC775d4tE",,,,,,
TRUE,11-29-25,Creative Hunt,Project Zero,https://www.youtube.com/watch?v=LMiL_LigX_c,https://docs.google.com/presentation/d/1BKGC2K-uWP93z0ZLlzRlI6raYm_hZ_cOpOwd2PhdLww/edit?usp=sharing,"A quick, thoughtful activity that guides students to analyze any text, image, or creation with purpose. They identify the main idea, break down the parts, highlight clever choices, and name the intended audience.

https://www.youtube.com/watch?v=LMiL_LigX_c ",https://app.schoolai.com/spaces/cmi6966kb0149q578kcp764ve,,,,,
FALSE,12-1-25,Plug‑and‑Play Lab Builder,Coaching ,https://www.youtube.com/watch?v=Wo84dK5Jy-g,,"Designing a lab from scratch takes hours.

The Plug-and-Play Lab Builder cuts that down to about ten minutes.

Tell it your standard, your grade, and your time block. It hands back supplies, steps, a safety note, and a quick check for learning.

Save this one for your next prep period! 🧪

See how it works: https://youtu.be/Wo84dK5Jy-g",https://app.schoolai.com/dot/spaces/562c829e-e7bb-4430-9814-81aa3e29f849,,,https://edu.google.com/intl/ALL_us/resources/ai-use-cases/,,
FALSE,12-1-25,DOK Question Builder,Coaching ,https://www.youtube.com/watch?v=is6gExyBFwM,,"DOK levels still trip teachers up.

The DOK Question Builder takes any standard or text and writes you four question stems. One for each level.

It's the fastest way I've found to lift question rigor without rewriting your whole lesson.

Save it. You'll use it weekly! 📝

Watch the demo: https://youtu.be/is6gExyBFwM",https://app.schoolai.com/dot/spaces/f23f72a5-f688-443a-9055-27a67303457f,,,https://edu.google.com/intl/ALL_us/resources/ai-use-cases/,,
FALSE,12-1-25,Field Trip Planning Bulder,Coaching , https://www.youtube.com/watch?v=h3DCjdmome0,,"Field trip prep is a beast. This builder lays out the bus, the lunch, the perms, and the goals so nothing slips. 🚌
Watch it: https://www.youtube.com/watch?v=h3DCjdmome0",https://app.schoolai.com/dot/spaces/bddb0a55-f0ca-4564-8834-9c415c13ef61,,,https://edu.google.com/intl/ALL_us/resources/ai-use-cases/,,
FALSE,12-1-25,Guided Notes,Coaching ,https://www.youtube.com/watch?v=7t2Ika1fuWY,,"Guided notes that match your real lesson, in under a minute.

Drop in your topic or upload your slides. The Guided Notes space hands back a clean fill-in template kids can use during your direct teaching.

No more typing for an hour at night! 📓

Try it here: https://youtu.be/7t2Ika1fuWY",https://app.schoolai.com/dot/spaces/6808a588-fddc-4187-a084-485fb36ab7db/,,,https://www.edugems.ai/,,
FALSE,12-1-25,2026 Inspiration Board,Holiday,https://www.youtube.com/watch?v=Dr-TkPqLsmc,https://docs.google.com/spreadsheets/d/1tcMILTU3e5DpMXL7OHBT7OCfs7gZ7C1ANSc_u5UzbXM/edit?gid=0#gid=0,"I write the same word on a sticky note every January.

Last year it was ""steady."" The year before, ""build.""

The 2026 Inspiration Board takes that one-word habit and runs with it. Kids pick a word, then build out images, goals, and small wins that match it.

It's New Year's reflection that sticks past week one! ✨

Watch the demo: https://youtu.be/Dr-TkPqLsmc",https://app.schoolai.com/dot/spaces/023ec176-3ba1-45d2-ad7f-9da604ce74ca,,,,,
FALSE,12-1-25,Word Problem Builder,Coaching ,https://www.youtube.com/watch?v=SOcS1Cocl4Q,,"Math teachers, this one's for you.

You know the kid who can do the math but freezes on the word problem? The Word Problem Builder fixes that.

It takes any standard and writes word problems that match your students' world. Their names, their hobbies, their daily life.

The math doesn't change. The fear does! ➗

See how it works: https://youtu.be/SOcS1Cocl4Q",https://app.schoolai.com/dot/spaces/13b916f5-8f8f-4b9f-b229-fff3cbf1104b,,,https://edu.google.com/intl/ALL_us/resources/ai-use-cases/,,
FALSE,12-1-25,SMART PD Planner,Coaching ,https://www.youtube.com/watch?v=YSjQlgJ-AtI,,"Most PD plans fall apart by week three.

The SMART PD Planner forces the small stuff most plans skip. A clear goal, a way to measure it, and a timeline that fits a real school year.

Coaches, this is the one I keep open on my second monitor.

It turns vague goals into something you can really finish! 🎯

Watch it here: https://youtu.be/YSjQlgJ-AtI",https://app.schoolai.com/dot/spaces/3ad23832-7f40-4978-a2af-22b6c6ab0d70,,,https://edu.google.com/intl/ALL_us/resources/ai-use-cases/,,
FALSE,12-1-25,Decodable Story Builder,Coaching ,https://www.youtube.com/watch?v=nRx4CPOXgHo,,"Need a quick decodable story?

This Space lets you pick the sound and the level, then it builds a fresh story your kids can read on their own. So fun. 📖

Great for small groups, fluency drills, or take-home reading.

https://youtu.be/nRx4CPOXgHo",https://app.schoolai.com/dot/spaces/f3dfe379-314a-4103-8aa3-f60f99aa182e,,,https://edu.google.com/intl/ALL_us/resources/ai-use-cases/,,
FALSE,12-1-25,Refresher Planning Workspace,Coaching ,https://www.youtube.com/watch?v=zylD99A8QUI,,"Returning from a long break and your plans feel cold? This workspace warms them back up so day one runs smooth. 🔥
Watch it: https://www.youtube.com/watch?v=zylD99A8QUI",https://app.schoolai.com/dot/spaces/c1fa1baa-0735-4671-865e-6028825155d6,,,https://edu.google.com/intl/ALL_us/resources/ai-use-cases/,,
FALSE,12-1-25,2026 Word Wallpaper,Holiday,https://www.youtube.com/watch?v=m1q8LfK7gmE,,"Save this one for your next lesson plan.

2026 Word Wallpaper is low prep, high pull, and lands fast. Pin it now so you have it when you need it!

See how it plays out 📌

https://youtu.be/m1q8LfK7gmE",https://app.schoolai.com/dot/spaces/c57f4e20-9da0-4184-b66c-9ccd97e30595/,,,,,
FALSE,12-1-25,AI + SAMR Activity,Coaching ,https://www.youtube.com/watch?v=bB2wTW-1vog,,"Save this one for your next lesson plan.

AI + SAMR Activity is low prep, high pull, and lands fast. Pin it now so you have it when you need it!

See how it plays out 📌

https://youtu.be/bB2wTW-1vog",https://app.schoolai.com/dot/spaces/9eec47e2-2687-4885-bd3e-91f29dc5a4fa/,,,https://www.edugems.ai/,,
FALSE,12-1-25,Student Brainstorming,Coaching ,https://www.youtube.com/watch?v=VKF2tsrvhiw,,"Save this one for your next lesson plan.

Student Brainstorming is low prep, high pull, and lands fast. Pin it now so you have it when you need it!

See how it plays out 📌

https://youtu.be/VKF2tsrvhiw",,,,https://www.edugems.ai/,,
FALSE,12-1-25,Spiral Review Builder,Coaching ,https://www.youtube.com/watch?v=kg_6VLMS6sQ,,"Spiral review keeps old skills sharp. This builder cooks up a quick set so review never feels like fluff. 🌀
Take a peek: https://www.youtube.com/watch?v=kg_6VLMS6sQ",https://app.schoolai.com/dot/spaces/df3eb75f-e2d3-44fa-9366-9347dbe9285f,,,https://edu.google.com/intl/ALL_us/resources/ai-use-cases/,,
FALSE,12-1-25,Discussion Prompt Builder,Coaching ,https://www.youtube.com/watch?v=2tynt7cOQo0,,"Tired of bland class talks?

This Space helps you build sharp talk prompts in seconds. Just drop in your topic and grade level, and you'll get prompts that pull every student in. 💡

Save this one for the next time you need real student voice in your room.

https://youtu.be/2tynt7cOQo0",https://app.schoolai.com/dot/spaces/07565a87-1b95-49f5-921c-5750c06c017a/,,,https://edu.google.com/intl/ALL_us/resources/ai-use-cases/,,
FALSE,12-1-25,Candy-Coated Creature Challenge,Bell Work ,https://www.youtube.com/watch?v=lsBu9eodmRY,,"What animal could you build out of nothing but candy?

The Candy-Coated Creature Challenge has kids design a wild creature, name it, and explain how it survives in the candy world.

It's two minutes of warm-up that pulls in art, writing, and science talk.

Bell work just got way more fun! 🍬

See it in action: https://youtu.be/lsBu9eodmRY",https://app.schoolai.com/dot/spaces/b86ac761-d0c4-4a92-b735-18f950c8003a/,,,,,
FALSE,12-1-25,Retro Postcard Design,Bell Work ,https://www.youtube.com/watch?v=z__sS7y32iw,,"What if a postcard could teach kids to sum up a story?

Retro Postcard Design asks kids to shrink a story, event, or chapter onto a postcard. One image, one short message, one big idea.

It's bell work that sneaks in main idea, order, and voice all at once.

Old-school cool! ✉️

See the example: https://youtu.be/z__sS7y32iw",https://app.schoolai.com/dot/spaces/93c9fed1-8738-4bb7-bdd2-023351495004/,,,,,
FALSE,12-1-25,Design Your Dream Stuffie,Bell Work ,https://www.youtube.com/watch?v=NmrK_-rWAhk,,"What if Design Your Dream Stuffie was the one move that shifted your week?

It's quick, it's clear, and it gives kids something to chew on. No big lift. Big payoff!

See how it plays out ✨

https://youtu.be/NmrK_-rWAhk",https://app.schoolai.com/dot/spaces/7a855369-0b15-4809-8ace-47d876f391ee,,,,,
FALSE,12-1-25,Jigsaw Activity Builder,Coaching ,https://www.youtube.com/watch?v=xFL_mpPEI-I,,"What if Jigsaw Activity Builder was the one move that shifted your week?

It's quick, it's clear, and it gives kids something to chew on. No big lift. Big payoff!

See how it plays out ✨

https://youtu.be/xFL_mpPEI-I",https://app.schoolai.com/dot/spaces/516776c7-6bf6-4c8c-bc05-3891b18d97b5/,,,https://edu.google.com/intl/ALL_us/resources/ai-use-cases/,,
